Index,Num_pert,Exp_pert,Fitness
0,8,5.608875110831631,0.8649503900545502
1,8,5.608875110831631,0.8662913510412316
2,8,5.608875110831631,0.863795003553396
3,8,5.608875110831631,0.8629284841558459
4,8,5.608875110831631,0.8663892783409224
5,8,5.608875110831631,0.8602938261322297
6,8,5.608875110831631,0.8720340847618737
7,8,5.608875110831631,0.8598176234080571
8,8,5.608875110831631,0.8547112328305722
9,8,5.608875110831631,0.8561046183022386
0,1,2.9305986742509695,0.8705034536267747
1,1,2.9305986742509695,0.8579405401491281
2,1,2.9305986742509695,0.8512754631457508
3,1,2.9305986742509695,0.8603746335610416
4,1,2.9305986742509695,0.8583112385972653
5,1,2.9305986742509695,0.8537923299046627
6,1,2.9305986742509695,0.8574644193382132
7,1,2.9305986742509695,0.8600068020769271
8,1,2.9305986742509695,0.868872437794253
9,1,2.9305986742509695,0.8476296678679516
0,5,0.184501952991305,0.8582566434109469
1,5,0.184501952991305,0.8572713497895987
2,5,0.184501952991305,0.8646285119080581
3,5,0.184501952991305,0.8702386690209635
4,5,0.184501952991305,0.8544017645426337
5,5,0.184501952991305,0.8548989780174312
6,5,0.184501952991305,0.8561869411263208
7,5,0.184501952991305,0.8651795014365949
8,5,0.184501952991305,0.8542721368121795
9,5,0.184501952991305,0.8603619779627122
0,3,2.3020322508303117,0.8676739239628721
1,3,2.3020322508303117,0.8611304062340562
2,3,2.3020322508303117,0.8606131240111026
3,3,2.3020322508303117,0.860137904246023
4,3,2.3020322508303117,0.8679785593686011
5,3,2.3020322508303117,0.8705834419230102
6,3,2.3020322508303117,0.8661748294320231
7,3,2.3020322508303117,0.8642119420355577
8,3,2.3020322508303117,0.8585657430892243
9,3,2.3020322508303117,0.8644111550785071
0,8,2.784963171977769,0.8601589969099056
1,8,2.784963171977769,0.8675878331289344
2,8,2.784963171977769,0.8598718090280859
3,8,2.784963171977769,0.8658639276620753
4,8,2.784963171977769,0.8703840240969146
5,8,2.784963171977769,0.8535549862402093
6,8,2.784963171977769,0.855509313701237
7,8,2.784963171977769,0.8623283876292624
8,8,2.784963171977769,0.8527913498944459
9,8,2.784963171977769,0.8659220860751056
0,8,8.385696087104131,0.8541258806903914
1,8,8.385696087104131,0.8612993113716242
2,8,8.385696087104131,0.8635886640570174
3,8,8.385696087104131,0.8610980914538592
4,8,8.385696087104131,0.8565265125364953
5,8,8.385696087104131,0.8589065431982692
6,8,8.385696087104131,0.8652697698466798
7,8,8.385696087104131,0.8724529072489643
8,8,8.385696087104131,0.8561265710553285
9,8,8.385696087104131,0.8592649137011061
0,9,8.93559529829455,0.8570115618925114
1,9,8.93559529829455,0.8652184511906734
2,9,8.93559529829455,0.8597190408023034
3,9,8.93559529829455,0.8652799680472765
4,9,8.93559529829455,0.8701031025793169
5,9,8.93559529829455,0.8594099820806551
6,9,8.93559529829455,0.8580459215552773
7,9,8.93559529829455,0.86875050991003
8,9,8.93559529829455,0.8598832359275501
9,9,8.93559529829455,0.8557905628718652
0,1,6.653279592853259,0.8606649341466553
1,1,6.653279592853259,0.8519391243603806
2,1,6.653279592853259,0.8549265008720487
3,1,6.653279592853259,0.8618791343669032
4,1,6.653279592853259,0.8619632183260271
5,1,6.653279592853259,0.8530214442355835
