Num_pert,Exp_pert,Fitness_average,Fitness_std
8,5.608875110831631,0.8627315892580917,0.0049128042686737
1,2.930598674250969,0.858617098606197,0.006717582988413401
5,0.184501952991305,0.859569647402744,0.005162877296082245
3,2.302032250830312,0.8641481029380976,0.003762250587078065
8,2.784963171977769,0.8613972714366176,0.005783324722906636
8,8.385696087104131,0.8608659165159734,0.005044101782415353
9,8.935595298294551,0.861921233685746,0.004772339583073073
1,6.653279592853258,0.8587781032100497,0.004283416904141103
9,4.131165162140864,0.8602723648586885,0.005207612006190236
8,1.5842046439502375,0.8633340776518021,0.005213590187795273
4,4.074901177996977,0.8604686126417057,0.004692285829057408
4,3.0526088544068486,0.8631023409498468,0.0043107921282309666
7,4.80813269309642,0.8606737725871717,0.006897582708543933
1,1.6081623545124613,0.860340213610117,0.005199224522245027
6,6.819698759128545,0.8624585314132428,0.004686277061927585
4,6.367816204707992,0.8637087857539087,0.0038634360919838177
7,7.448135971414588,0.8607365140469769,0.0066919303531476244
10,0.8775683575544657,0.8567913135249607,0.004886523637079377
2,6.8833216203950816,0.8624269743306787,0.005089006066324741
8,5.701851662365017,0.8624945445770311,0.003065898978006772
3,9.654370211831884,0.8589564693288908,0.004041190237437731
3,3.9215738249202348,0.8605960573838413,0.005032283631169125
5,5.4537918641025325,0.8599713541146178,0.006158774755781979
3,1.992956928506448,0.8580141392112541,0.004443703787214639
2,0.5464848443833337,0.8604028362956994,0.004656682072211335
4,7.856783078782799,0.8600865077724217,0.0073758145692664505
2,4.642877106429908,0.8591449967873623,0.003250639732977394
6,6.1868043347838215,0.8626516828751157,0.004060039622951404
5,9.904677109417623,0.8602405415580355,0.00489138646548682
4,2.2282932661001063,0.8637333392529312,0.004138831225334047
3,2.1532493761153084,0.86342138489762,0.005374203273858368
2,0.8790934929298342,0.8622609812094266,0.004834273428016626
5,3.4211852339720314,0.86074140836413,0.0027668126207683356
6,2.5229269228544537,0.8600909474709937,0.005702107277996664
1,0.16585168871274414,0.8624106940706927,0.006909815676395822
3,3.402671635464864,0.8601286849088587,0.004236595858767591
4,1.3263322299903686,0.8607697462556632,0.0060064855153103384
7,2.442748108988952,0.8586484672882679,0.006842491749192096
5,0.011651741316289764,0.8616271773772624,0.0039318624168255805
1,3.068511081812056,0.8572069291080071,0.005387110424987239
2,3.7242542059461363,0.8615199529228125,0.007505508476878944
4,4.480450637255594,0.8584820973660303,0.007011593416505262
3,5.250591455443104,0.8599777351573993,0.005752110828752154
6,1.2131941702202915,0.860096579007467,0.003675234172050942
4,2.0792014717510865,0.8612660463976354,0.005411038533188885
1,0.5262257127819088,0.8619486131921631,0.007101596606098153
2,2.8842631010536346,0.862337750314629,0.00647708816168031
7,1.653976361251081,0.8602207185496509,0.004792729853211882
9,4.283532331558368,0.8624917103783117,0.0029559733627492397
5,5.049351742668669,0.8623046983151103,0.0055345099583811305
3,3.49398909733592,0.8596718300961765,0.005510839979130376
4,8.925779788123528,0.8612926600150915,0.002192088060168179
10,6.070371536408484,0.8616566006194614,0.005570894467016645
6,2.6274340549546773,0.8624238862008596,0.003150837155630285
5,0.6325013903843113,0.8599049019842339,0.006306989844810371
1,1.706538315586278,0.8572069045340298,0.003463538136545011
4,1.1721350360766598,0.8628152964162297,0.006006592292972822
7,5.811503907486142,0.8639526620006694,0.006085628369693569
9,7.591550505479712,0.8632977941742634,0.006326446745427256
7,8.278957726766436,0.860331846170834,0.00788327583666045
8,7.114639306948433,0.8624297962424097,0.006016003269101008
8,5.90304075066562,0.8628443674314195,0.004848666601120381
7,6.643224972455647,0.8612053322909597,0.005649068404823961
6,5.59762347410941,0.8613784436743138,0.004181580075623078
8,4.858876040187568,0.8616247650318206,0.004715464942820529
5,3.964764080107184,0.8618643162585696,0.003262019945480002
3,6.451040558323529,0.8593572217513124,0.0027116171923829225
2,3.2074943348166167,0.863233025361328,0.003789978361433953
9,4.338692470069682,0.8581391019816781,0.004654883544546082
4,5.1880565439661215,0.8585623027323968,0.00655297686855366
7,2.231840554048894,0.8618670316830649,0.004201976197848885
6,8.279340756821142,0.8625598581131317,0.004104870695806066
4,3.700211809160093,0.8620294492906145,0.005774969539305541
3,7.001369496950827,0.8607362519245519,0.0043109878158406265
10,4.627577446175332,0.8608473222064552,0.0033326622355270437
5,1.7913863785095412,0.8604287413634756,0.005610063084228281
2,9.40737142924642,0.8609095762823771,0.006462378949483249
5,2.727153583770474,0.8626643138994675,0.006582100783816206
7,5.389652488657896,0.8628499866809044,0.00506993528261194
3,7.308259244700962,0.8630308224844685,0.006630345248026943
6,1.385504842206826,0.8610422266120443,0.0034689483430197406
9,7.9653962748950615,0.8604301994194643,0.0037287209038955357
4,0.2872397870950749,0.8593529294966038,0.008041960303627265
8,2.3583877267999305,0.8597524900811233,0.003565703520582182
1,5.873552282048031,0.8590946610904491,0.004821570647652351
3,1.0334947624962552,0.8590156311793311,0.0057920073453998425
2,1.9540888316895693,0.8589848686553674,0.005201991469228688
6,3.6141576670006734,0.8644680438360437,0.00662883413079865
7,4.124185245772958,0.8569810205343431,0.006547177571661302
6,3.0661431338217966,0.8596516794347588,0.004174680844397193
8,3.830467833067402,0.8618007392835345,0.004141868067119195
6,3.295315613509461,0.8612133515988981,0.004724563280401354
7,4.926647040023417,0.8608038139795786,0.004485105352137754
6,6.255354706720233,0.8579691934067037,0.005370881572935617
7,3.5369893903308207,0.8597695280387441,0.00477301466331561
5,4.6105856588905905,0.8606891558969844,0.0041669084463917755
9,2.953628418296041,0.8599052583069055,0.003180349477568142
10,6.713974204796213,0.8587998266060157,0.004105463902359412
7,8.935514046215344,0.8592803092979084,0.005443753358252459
8,8.694591010374717,0.8589618264559504,0.0036748435473728997
